"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","response","stimulus","timeout","failed_images","failed_audio","failed_video","trial_phase","repeated","correct","choice_images","correct_image","choice","slider_start"
"","null","image-keyboard-response","322","2.0.0","444773","p920knkg1w3","trex","null","stimuli\STATE\USED\Sbrushes1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","323","2.0.0","445275","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","324","2.0.0","447278","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Earch1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","325","2.0.0","447781","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","689","image-keyboard-response","326","2.0.0","449783","p920knkg1w3","trex"," ","stimuli\STATE\USED\Saccordionsmall1.JPG","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","327","2.0.0","450285","p920knkg1w3","trex","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","328","2.0.0","452288","p920knkg1w3","trex","null","stimuli\STATE\USED\Smetronome1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","329","2.0.0","452791","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","330","2.0.0","454794","p920knkg1w3","trex","null","stimuli\STATE\USED\Sdresser2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","331","2.0.0","455297","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","332","2.0.0","457300","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Epeppers1.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","333","2.0.0","457803","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","334","2.0.0","459806","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Etoywrench2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","335","2.0.0","460308","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","1067","image-keyboard-response","336","2.0.0","462311","p920knkg1w3","trex"," ","stimuli\STATE\USED\Smetronome1.jpg","","","","","Memory","true","true","","","",""
"","null","html-keyboard-response","337","2.0.0","462814","p920knkg1w3","trex","null","<div style=""font-size:60px; color: green;"">+</div>","","","","","","","","","","",""
"","1189","image-keyboard-response","338","2.0.0","464817","p920knkg1w3","trex"," ","stimuli\STATE\USED\Stypewriter1.jpg","","","","","Memory","false","false","","","",""
"","null","html-keyboard-response","339","2.0.0","465319","p920knkg1w3","trex","null","<div style=""font-size:60px; color: red;"">+</div>","","","","","","","","","","",""
"","621","image-keyboard-response","340","2.0.0","467322","p920knkg1w3","trex"," ","stimuli\EXEMPLAR\USED\Eremover1.jpg","","","","","Memory","false","false","","","",""
"","null","html-keyboard-response","341","2.0.0","467824","p920knkg1w3","trex","null","<div style=""font-size:60px; color: red;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","342","2.0.0","469827","p920knkg1w3","trex","null","stimuli\STATE\USED\Shandmirror2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","343","2.0.0","470330","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","344","2.0.0","472333","p920knkg1w3","trex","null","stimuli\STATE\USED\Sdishwasher2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","345","2.0.0","472835","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","null","image-keyboard-response","346","2.0.0","474838","p920knkg1w3","trex","null","stimuli\EXEMPLAR\USED\Ehoe2.jpg","","","","","Memory","false","null","","","",""
"","null","html-keyboard-response","347","2.0.0","475340","p920knkg1w3","trex","null","<div style=""font-size:60px; color: black;"">+</div>","","","","","","","","","","",""
"","10396","html-keyboard-response","348","2.0.0","485737","p920knkg1w3","trex"," ","
          <p>In the next part of this experiment, you will see 2 images. Please select the image that you recall from the image stream.</p>
          <p>You will also rate your confidence for each image you recall.</p>
          <p>Press any key to start.</p>
        ","","","","","","","","","","",""
"","1526","html-button-response","349","2.0.0","487265","p920knkg1w3","trex","1","Which of these items did you see before?","","","","","Test","","true","[""stimuli\\EXEMPLAR\\USED\\Elog1.jpg"",""stimuli\\EXEMPLAR\\USED\\Elog2.jpg""]","stimuli\EXEMPLAR\USED\Elog2.jpg","stimuli\EXEMPLAR\USED\Elog2.jpg",""
"","3727","image-slider-response","350","2.0.0","490997","p920knkg1w3","trex","5","stimuli\EXEMPLAR\USED\Elog2.jpg","","","","","","","","","","","3"
"","1600","html-button-response","351","2.0.0","492598","p920knkg1w3","trex","0","Which of these items did you see before?","","","","","Test","","true","[""stimuli\\EXEMPLAR\\USED\\Emedal2.jpg"",""stimuli\\EXEMPLAR\\USED\\Emedal1.jpg""]","stimuli\EXEMPLAR\USED\Emedal2.jpg","stimuli\EXEMPLAR\USED\Emedal2.jpg",""
"","1747","image-slider-response","352","2.0.0","494348","p920knkg1w3","trex","5","stimuli\EXEMPLAR\USED\Emedal2.jpg","","","","","","","","","","","3"
"","1397","html-button-response","353","2.0.0","495747","p920knkg1w3","trex","1","Which of these items did you see before?","","","","","Test","","true","[""stimuli\\EXEMPLAR\\USED\\Etoykeys2.JPG"",""stimuli\\EXEMPLAR\\USED\\Etoykeys1.jpg""]","stimuli\EXEMPLAR\USED\Etoykeys1.jpg","stimuli\EXEMPLAR\USED\Etoykeys1.jpg",""
"","1664","image-slider-response","354","2.0.0","497413","p920knkg1w3","trex","5","stimuli\EXEMPLAR\USED\Etoykeys1.jpg","","","","","","","","","","","3"
"","1200","html-button-response","355","2.0.0","498615","p920knkg1w3","trex","0","Which of these items did you see before?","","","","","Test","","true","[""stimuli\\STATE\\USED\\Sschoolbag2.JPG"",""stimuli\\STATE\\USED\\Sschoolbag1.JPG""]","stimuli\STATE\USED\Sschoolbag2.JPG","stimuli\STATE\USED\Sschoolbag2.JPG",""
"","2330","image-slider-response","356","2.0.0","500948","p920knkg1w3","trex","5","stimuli\STATE\USED\Sschoolbag2.JPG","","","","","","","","","","","3"
"","1464","html-button-response","357","2.0.0","502415","p920knkg1w3","trex","0","Which of these items did you see before?","","","","","Test","","true","[""stimuli\\EXEMPLAR\\USED\\Ehoe2.jpg"",""stimuli\\EXEMPLAR\\USED\\Ehoe1.jpg""]","stimuli\EXEMPLAR\USED\Ehoe2.jpg","stimuli\EXEMPLAR\USED\Ehoe2.jpg",""
"","3247","image-slider-response","358","2.0.0","505664","p920knkg1w3","trex","4","stimuli\EXEMPLAR\USED\Ehoe2.jpg","","","","","","","","","","","3"
